productType,variantId,sku,prices,tax,categories,description.en-US,images,name.en-US,slug.en-US,metaTitle.en-US,metaDescription.en-US,metaKeywords.en-US,designer,material,arrangement
main,1,30,USD 31900,standard,chairs,"This arm chair is a bold and funky piece of furniture that takes its inspiration from the eclectic styles of the 1970s. The chair features a round, circular shape, with a low backrest and generously padded seat that provide comfortable seating for extended periods of time.  The arms of the chair are wide and round, creating a comfortable and supportive space for you to rest your arms while lounging.   Overall, a 70's inspired round arm chair is a playful and fun piece of furniture that can add a touch of retro flair to any room. Its round shape and generous padding, make it a comfortable and inviting spot for lounging and relaxation.",https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Ivory_Lounge_Chair-1.1.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Ivory_Lounge_Chair-1.2.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Ivory_Lounge_Chair-1.3.jpeg;,Ivory Lounge Chair,ivory-lounge-chair,Ivory Lounge Chair,"This arm chair is a bold and funky piece of furniture that takes its inspiration from the eclectic styles of the 1970s. The chair features a round, circular shape, with a low backrest and generously padded seat that provide comfortable seating for extended periods of time.  The arms of the chair are wide and round, creating a comfortable and supportive space for you to rest your arms while lounging.   Overall, a 70's inspired round arm chair is a playful and fun piece of furniture that can add a touch of retro flair to any room. Its round shape and generous padding, make it a comfortable and inviting spot for lounging and relaxation.",basic;,Fangorn Planks,wooden,house
main,1,31,"USD ",standard,sofas,,,,,,,basic;,,,house
main,1,32,"USD ",standard,sofas,,,,,,,basic;,,,house
main,1,33,"USD ",standard,sofas,,,,,,,basic;,,,house
main,1,34,"USD ",standard,sofas,,,,,,,basic;,,,house
main,1,35,"USD ",standard,sofas,,,,,,,basic;,,,house
main,1,36,"USD ",standard,sofas,,,,,,,basic;,,,house
main,1,37,"USD ",standard,sofas,,,,,,,basic;,,,house
main,1,38,"USD ",standard,sofas,,,,,,,basic;,,,house
main,1,39,"USD ",standard,sofas,,,,,,,basic;,,,house
main,1,40,"USD ",standard,sofas,,,,,,,basic;,,,house
