productType,variantId,sku,prices,tax,categories,description.en-US,images,name.en-US,slug.en-US,metaTitle.en-US,metaDescription.en-US,metaKeywords.en-US,designer,material,arrangement
main,1,29,USD 29900,standard,chairs,"A tufted armless futon chair has a simple and modern design, featuring a cushioned seat and backrest with tufted details for added comfort and style. The chair lacks arms to allow for more flexibility and ease of use. The upholstery is made of durable fabric that is easy to clean and maintain. Overall, a tufted armless futon chair is a practical and stylish furniture piece that can be used in a variety of settings, such as a living room, bedroom, or home office.",https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Wilma_Chair-1.1.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Wilma_Chair-1.2.jpeg,Wilma Chair,wilma-chair,Wilma Chair,"A tufted armless futon chair has a simple and modern design, featuring a cushioned seat and backrest with tufted details for added comfort and style. The chair lacks arms to allow for more flexibility and ease of use. The upholstery is made of durable fabric that is easy to clean and maintain. Overall, a tufted armless futon chair is a practical and stylish furniture piece that can be used in a variety of settings, such as a living room, bedroom, or home office.",basic;,Elven Craftsmen,metal,house
main,1,30,USD 31900,standard,chairs,"This arm chair is a bold and funky piece of furniture that takes its inspiration from the eclectic styles of the 1970s. The chair features a round, circular shape, with a low backrest and generously padded seat that provide comfortable seating for extended periods of time.  The arms of the chair are wide and round, creating a comfortable and supportive space for you to rest your arms while lounging.   Overall, a 70's inspired round arm chair is a playful and fun piece of furniture that can add a touch of retro flair to any room. Its round shape and generous padding, make it a comfortable and inviting spot for lounging and relaxation.",https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Ivory_Lounge_Chair-1.1.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Ivory_Lounge_Chair-1.2.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Ivory_Lounge_Chair-1.3.jpeg,Ivory Lounge Chair,ivory-lounge-chair,Ivory Lounge Chair,"This arm chair is a bold and funky piece of furniture that takes its inspiration from the eclectic styles of the 1970s. The chair features a round, circular shape, with a low backrest and generously padded seat that provide comfortable seating for extended periods of time.  The arms of the chair are wide and round, creating a comfortable and supportive space for you to rest your arms while lounging.   Overall, a 70's inspired round arm chair is a playful and fun piece of furniture that can add a touch of retro flair to any room. Its round shape and generous padding, make it a comfortable and inviting spot for lounging and relaxation.",basic;,Fangorn Planks,wooden,house
main,1,31,USD 69900,standard,sofas,"CLUB 1009 - Sofa for outdoor and indoor use. Steel internal structure painted for outdoor use. Weave in PVC thread with nylon internal reinforcement, in the shade of brown. Upon request a little seat cushion upholstered with polyurethane/Dacron Du Pont is available.",https://img.edilportale.com/product-thumbs/b_prodotti-17977-rel73de094c-4376-4514-96db-66af990f4dbb.jpg;https://img.edilportale.com/product-thumbs/b_prodotti-17977-reld84af11c-d075-4fcf-8228-6f325a81fe81.jpg;https://img.edilportale.com/product-thumbs/b_prodotti-17977-rel17c88e32-5f23-446e-bd07-b2729cf96155.jpg,CLUB 1009,club-1009,CLUB 1009,"CLUB 1009 - Sofa for outdoor and indoor use. Steel internal structure painted for outdoor use. Weave in PVC thread with nylon internal reinforcement, in the shade of brown. Upon request a little seat cushion upholstered with polyurethane/Dacron Du Pont is available.",basic;,Mordor Forges,metal,house
main,1,32,USD 89900,standard,sofas,"Nolita Relax is an outdoor lounge armchair with generous sizes that distinguishes itself maintaining the lines and design of the collection, which evokes the origins of the brand begun by Mario Pedrali way back to 1963 with his first metal garden chairs. The steel tube frame gives visual rhythm and gentle proportions, ensuring maximum strength and durability. A single line from the ground, defines both armrests and backrest. The armchair incorporates the collection's spirit of transparency and lightness, the comfort is given by soft cushions with waterproof lining and removable outdoor fabric cover. Designed to enjoy relaxing moments in open air, Nolita Relax suits home living furnishing, as well as, lounge areas in contract spaces.",https://img.edilportale.com/product-thumbs/b_Pedrali_NOLITA-RELAX_lzN1uq2tKs.jpeg;https://img.edilportale.com/product-thumbs/b_Pedrali_NOLITA-RELAX_nfePjkRaOL.jpeg;https://img.edilportale.com/product-thumbs/b_Pedrali_NOLITA-RELAX_c63vEYkrG.jpeg;https://img.edilportale.com/product-thumbs/b_Pedrali_NOLITA-RELAX_413ii1hIIC.jpeg,NOLITA RELAX,nolita-relax,NOLITA RELAX,"Nolita Relax is an outdoor lounge armchair with generous sizes that distinguishes itself maintaining the lines and design of the collection, which evokes the origins of the brand begun by Mario Pedrali way back to 1963 with his first metal garden chairs. The steel tube frame gives visual rhythm and gentle proportions, ensuring maximum strength and durability. A single line from the ground, defines both armrests and backrest. The armchair incorporates the collection's spirit of transparency and lightness, the comfort is given by soft cushions with waterproof lining and removable outdoor fabric cover. Designed to enjoy relaxing moments in open air, Nolita Relax suits home living furnishing, as well as, lounge areas in contract spaces.",basic;,Elven Craftsmen,metal,house
main,1,33,USD 129900,standard,sofas,"The Safari sofa is a multiple seat with the profile of the backrest shaped like a series of waves, one gathers in the central void, accessed through an opening, as in a sort of tribal ritual. The piece of furniture consists of four pieces of two different types [two armchair modules and two sofa modules]. The Safari sofa was put into production for the first time by Poltronova in 1968. The experimental fibreglass technique was used for the structure. For the seat and backrest upholstery, Archizoom chose a printed animal pattern fabric with a Leopard print. The same pattern is used for the polyurethane foam rug placed between the seats. The choice of the leopard pattern was a cultured reference to the work “Bedroom ensemble"" [1963] by Claes Oldenburg, master of Pop Art, and his subsequent “Leopard chair"" [1963], but also to a Kitsch taste adopted by the group in polemic with the need to make form follow function. It is part of the permanent collection of prestigious museums including the Centre Pompidou and the Museum of Fine Arts in Montreal. It has taken part in numerous exhibitions.",https://img.edilportale.com/product-thumbs/b_Poltronova_SAFARI_YJ6N7kg2Fi.jpeg;https://img.edilportale.com/product-thumbs/b_Poltronova_SAFARI_8yXXnNhwT4.jpeg;https://img.edilportale.com/product-thumbs/b_Poltronova_SAFARI_gPNW5CHQn.jpeghttps://img.edilportale.com/product-thumbs/b_Poltronova_SAFARI_gPNW5CHQn.jpeg;https://img.edilportale.com/product-thumbs/b_Poltronova_SAFARI_3iYShQwVPH.jpeg;https://img.edilportale.com/product-thumbs/b_Poltronova_SAFARI_pYmSUh7Vau.jpeg,"SAFARI ",safari-sofa,"SAFARI ","The Safari sofa is a multiple seat with the profile of the backrest shaped like a series of waves, one gathers in the central void, accessed through an opening, as in a sort of tribal ritual. The piece of furniture consists of four pieces of two different types [two armchair modules and two sofa modules]. The Safari sofa was put into production for the first time by Poltronova in 1968. The experimental fibreglass technique was used for the structure. For the seat and backrest upholstery, Archizoom chose a printed animal pattern fabric with a Leopard print. The same pattern is used for the polyurethane foam rug placed between the seats. The choice of the leopard pattern was a cultured reference to the work “Bedroom ensemble"" [1963] by Claes Oldenburg, master of Pop Art, and his subsequent “Leopard chair"" [1963], but also to a Kitsch taste adopted by the group in polemic with the need to make form follow function. It is part of the permanent collection of prestigious museums including the Centre Pompidou and the Museum of Fine Arts in Montreal. It has taken part in numerous exhibitions.",basic;,Middle Earth Chemical Plant,plastic,house
main,1,34,USD 59900,standard,sofas,"LILY is a strong and poetic collection designed by MoreDesign. The heart of LILY's project is the flower petal concept, whom organic shape challenges engineering techniques. A fresh and new interpretation of the concept of living and dining, wherever you are.",https://img.edilportale.com/product-thumbs/b_LILY-Garden-sofa-Myyour-Italian-Different-Concept-97149-rel1934beae.jpg;https://img.edilportale.com/product-thumbs/b_LILY-Garden-sofa-Myyour-Italian-Different-Concept-97149-rel7fee22ea.jpg;https://img.edilportale.com/product-thumbs/b_LILY-Garden-sofa-Myyour-Italian-Different-Concept-97149-rel49d4099b.jpg;https://img.edilportale.com/product-thumbs/b_LILY-Garden-sofa-Myyour-Italian-Different-Concept-97149-rel21952b87.jpg,LILY,lily-sofa,LILY,"LILY is a strong and poetic collection designed by MoreDesign. The heart of LILY's project is the flower petal concept, whom organic shape challenges engineering techniques. A fresh and new interpretation of the concept of living and dining, wherever you are.",basic;,Orthanc tower plastics,plastic,house
main,1,35,USD 239900,standard,sofas,"A traditional three-seater sofa is a classic and elegant piece of furniture that can add a touch of sophistication to any living room or sitting area. The sofa features a sturdy wooden frame that is designed to provide durability and stability, ensuring that the sofa can withstand regular use over time.  The sofa is upholstered in a rich emerald-colored fabric, providing a vibrant and eye-catching focal point in the room. The fabric is soft and comfortable to the touch, allowing you to relax and unwind in style.  The sofa is equipped with two large cushions, which are filled with a high-quality foam material, providing excellent support and comfort for extended periods of sitting. The backrest and armrests of the sofa are filled with a soft and plush material, allowing you to sink into the sofa and relax after a long day.  The traditional three-seater sofa is a versatile piece of furniture that can complement a range of interior design styles, from classic and traditional to more modern and eclectic. It can be paired with a variety of decorative accents, such as pillows, throws, and rugs, to create a cohesive and stylish living space.  Overall, a traditional three-seater sofa in emerald fabric is a timeless and elegant piece of furniture that can provide both comfort and style to any living room or sitting area. Its classic design, high-quality materials, and practical features make it a functional and stylish choice for any home.",https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Traditional_Three_Seater_Sofa-1.3.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Traditional_Three_Seater_Sofa-1.1.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Traditional_Three_Seater_Sofa-1.2.jpeg,Traditional Three Seater Sofa,traditional-three-seater-sofa,Traditional Three Seater Sofa,"A traditional three-seater sofa is a classic and elegant piece of furniture that can add a touch of sophistication to any living room or sitting area. The sofa features a sturdy wooden frame that is designed to provide durability and stability, ensuring that the sofa can withstand regular use over time.  The sofa is upholstered in a rich emerald-colored fabric, providing a vibrant and eye-catching focal point in the room. The fabric is soft and comfortable to the touch, allowing you to relax and unwind in style.  The sofa is equipped with two large cushions, which are filled with a high-quality foam material, providing excellent support and comfort for extended periods of sitting. The backrest and armrests of the sofa are filled with a soft and plush material, allowing you to sink into the sofa and relax after a long day.  The traditional three-seater sofa is a versatile piece of furniture that can complement a range of interior design styles, from classic and traditional to more modern and eclectic. It can be paired with a variety of decorative accents, such as pillows, throws, and rugs, to create a cohesive and stylish living space.  Overall, a traditional three-seater sofa in emerald fabric is a timeless and elegant piece of furniture that can provide both comfort and style to any living room or sitting area. Its classic design, high-quality materials, and practical features make it a functional and stylish choice for any home.",basic;,Hobbit Village,wooden,house
main,1,36,USD 54900,standard,sofas,"The 2-seater cotton sofa is a cozy and comfortable seating option for any home. Made from soft, high-quality cotton fabric, this sofa is gentle on the skin and easy to maintain. The two seat cushions are plush and supportive, providing a comfortable seating experience. The sofa's backrest is well-padded, providing ample back support, while the armrests are gently rounded for a comfortable and relaxed feel. The wooden frame of the sofa is sturdy and durable, ensuring it will last for years to come. With a neutral color, this sofa can blend seamlessly into any interior design style, while the simple and elegant design adds a touch of sophistication to any room.",https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Cotton_Two_Seater_Sofa-1.1.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Cotton_Two_Seater_Sofa-1.3.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Cotton_Two_Seater_Sofa-1.2.jpeg,Cotton Two-Seater Sofa,cotton-two-seater-sofa,Cotton Two-Seater Sofa,"The 2-seater cotton sofa is a cozy and comfortable seating option for any home. Made from soft, high-quality cotton fabric, this sofa is gentle on the skin and easy to maintain. The two seat cushions are plush and supportive, providing a comfortable seating experience. The sofa's backrest is well-padded, providing ample back support, while the armrests are gently rounded for a comfortable and relaxed feel. The wooden frame of the sofa is sturdy and durable, ensuring it will last for years to come. With a neutral color, this sofa can blend seamlessly into any interior design style, while the simple and elegant design adds a touch of sophistication to any room.",basic;,Fangorn Planks,wooden,house
main,1,37,USD 129900,standard,sofas,"This modern 2-seater sofa is a stylish and comfortable addition to any living space. The sofa features a sleek and minimalistic design, with clean lines and a contemporary aesthetic. It is upholstered in high-quality cotton fabric, which is soft to the touch and easy to clean. The two seat cushions are plush and supportive, offering a comfortable place to sit and relax. The backrest is well-padded, providing ample back support, while the armrests are gently curved for a comfortable and relaxed feel. The sofa's frame is made from sturdy wood, ensuring it will last for years to come. With a modern and minimalist style, this sofa can fit in seamlessly with any modern decor, while the comfortable and high-quality upholstery makes it a great place to relax and unwind.",https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Nala_Two_Seater_Sofa-1.2.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Nala_Two_Seater_Sofa-1.1.jpeg,Nala Two-Seater Sofa,nala-two-seater-sofa,Nala Two-Seater Sofa,"This modern 2-seater sofa is a stylish and comfortable addition to any living space. The sofa features a sleek and minimalistic design, with clean lines and a contemporary aesthetic. It is upholstered in high-quality cotton fabric, which is soft to the touch and easy to clean. The two seat cushions are plush and supportive, offering a comfortable place to sit and relax. The backrest is well-padded, providing ample back support, while the armrests are gently curved for a comfortable and relaxed feel. The sofa's frame is made from sturdy wood, ensuring it will last for years to come. With a modern and minimalist style, this sofa can fit in seamlessly with any modern decor, while the comfortable and high-quality upholstery makes it a great place to relax and unwind.",basic;,Hobbit Village,wooden,house
main,1,38,USD 259900,standard,sofas,"A leather three-seater sofa is a piece of furniture designed to provide comfortable seating for three people. The sofa is made of high-quality leather, which is known for its durability, strength, and natural beauty. The leather material is treated with protective coatings to make it more resistant to wear and tear, stains, and spills.  The sofa features a sturdy frame made of wood, with a series of springs and cushions providing support and comfort for the seated individuals. The cushions are filled with down feathers.  The leather sofa has clean lines and minimal decorative elements for a more modern or contemporary look.  Overall, a leather three-seater sofa is a versatile and stylish piece of furniture that can provide comfortable seating and add a touch of elegance to any living space.",https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Canela_Three_Seater_Sofa-1.1.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Canela_Three_Seater_Sofa-1.2.jpeg,Canela Three-Seater Sofa,canela-three-seater-sofa,Canela Three-Seater Sofa,"A leather three-seater sofa is a piece of furniture designed to provide comfortable seating for three people. The sofa is made of high-quality leather, which is known for its durability, strength, and natural beauty. The leather material is treated with protective coatings to make it more resistant to wear and tear, stains, and spills.  The sofa features a sturdy frame made of wood, with a series of springs and cushions providing support and comfort for the seated individuals. The cushions are filled with down feathers.  The leather sofa has clean lines and minimal decorative elements for a more modern or contemporary look.  Overall, a leather three-seater sofa is a versatile and stylish piece of furniture that can provide comfortable seating and add a touch of elegance to any living space.",basic;,Fangorn Planks,wooden,house
main,1,39,USD 249900,standard,sofas,"A three seater sofa in modern style with bolster cushions is a sleek and stylish piece of furniture that can add a touch of contemporary sophistication to any living space. The sofa features a wooden frame that is covered in soft and durable upholstery.  The sofa's design is characterized by clean lines and simple shapes, with a low profile that creates a modern and minimalist look. The backrest and seat cushions are attached to the frame, with a seamless and streamlined appearance that enhances the sofa's sleek aesthetic.  The sofa is often equipped with bolster cushions, which are long, cylindrical cushions that can be used as armrests or to support the lower back while seated. The bolster cushions are covered in the same upholstery fabric as the rest of the sofa, creating a cohesive and coordinated look.  The four legs of the sofa are made of wood, with a simple and unadorned design that complements the sofa's modern aesthetic.  The three-seater size of the sofa provides ample seating space for three people, making it an ideal choice for a small to medium-sized living room or family room. The sofa can be paired with a range of accent chairs, coffee tables, and other furniture pieces to create a cohesive and stylish living space.  Overall, a three seater sofa in modern style is a sleek and sophisticated piece of furniture that can add a touch of contemporary style to any living space. Its clean lines, simple shapes, and minimalistic design make it a versatile and stylish choice for any modern home.",https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Modern_Three_Seater_Sofa-1.2.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Modern_Three_Seater_Sofa-1.1.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Modern_Three_Seater_Sofa-1.4.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Modern_Three_Seater_Sofa-1.3.jpeg,Modern Three Seater Sofa,modern-three-seater-sofa,Modern Three Seater Sofa,"A three seater sofa in modern style with bolster cushions is a sleek and stylish piece of furniture that can add a touch of contemporary sophistication to any living space. The sofa features a wooden frame that is covered in soft and durable upholstery.  The sofa's design is characterized by clean lines and simple shapes, with a low profile that creates a modern and minimalist look. The backrest and seat cushions are attached to the frame, with a seamless and streamlined appearance that enhances the sofa's sleek aesthetic.  The sofa is often equipped with bolster cushions, which are long, cylindrical cushions that can be used as armrests or to support the lower back while seated. The bolster cushions are covered in the same upholstery fabric as the rest of the sofa, creating a cohesive and coordinated look.  The four legs of the sofa are made of wood, with a simple and unadorned design that complements the sofa's modern aesthetic.  The three-seater size of the sofa provides ample seating space for three people, making it an ideal choice for a small to medium-sized living room or family room. The sofa can be paired with a range of accent chairs, coffee tables, and other furniture pieces to create a cohesive and stylish living space.  Overall, a three seater sofa in modern style is a sleek and sophisticated piece of furniture that can add a touch of contemporary style to any living space. Its clean lines, simple shapes, and minimalistic design make it a versatile and stylish choice for any modern home.",basic;,Hobbit Village,wooden,house
main,1,40,USD 359900,standard,sofas,"A traditional L-shaped sofa is a comfortable and practical piece of furniture. The sofa is upholstered in a durable and high-quality fabric and features a classic and timeless design that can fit well with a variety of decor styles.  The sofa provides ample room for multiple people to sit comfortably. It also features a chaise lounge or a place to stretch out and relax. The L-shape design of the sofa maximizes seating space while also providing a comfortable and inviting space to relax and unwind.  The sofa features padded armrests and backrests, providing ample support and comfort for those who sit on it. The cushions are made of high-density foam, ensuring that they are comfortable and retain their shape over time. The sofa also comes with matching throw pillows, adding to the comfort and style of the piece.  Overall, a traditional L-shaped sofa is a comfortable and practical piece of furniture that can add both style and functionality to any living room. Its classic and timeless design, comfortable cushions, and ample seating space make it a popular choice for families and anyone who loves to entertain guests in their home.",https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Traditional_L_Seater_Sofa-1.2.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Traditional_L_Seater_Sofa-1.1.jpeg;https://storage.googleapis.com/merchant-center-europe/sample-data/goodstore/Traditional_L_Seater_Sofa-1.3.jpeg,Traditional L Seater Sofa,traditional-l-seater-sofa,Traditional L Seater Sofa,"A traditional L-shaped sofa is a comfortable and practical piece of furniture. The sofa is upholstered in a durable and high-quality fabric and features a classic and timeless design that can fit well with a variety of decor styles.  The sofa provides ample room for multiple people to sit comfortably. It also features a chaise lounge or a place to stretch out and relax. The L-shape design of the sofa maximizes seating space while also providing a comfortable and inviting space to relax and unwind.  The sofa features padded armrests and backrests, providing ample support and comfort for those who sit on it. The cushions are made of high-density foam, ensuring that they are comfortable and retain their shape over time. The sofa also comes with matching throw pillows, adding to the comfort and style of the piece.  Overall, a traditional L-shaped sofa is a comfortable and practical piece of furniture that can add both style and functionality to any living room. Its classic and timeless design, comfortable cushions, and ample seating space make it a popular choice for families and anyone who loves to entertain guests in their home.",basic;,Fangorn Planks,wooden,house
